dataset,competencia,pais_economia,anio,indicador,dimension,grupo,nivel,valor,valor_2,valor_3,unidad,nota,fuente,archivo_origen
Resultados internacionales 2025,Ciencia,Chile,2025,Puntaje medio,,,,442,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Chile,2025,Puntaje medio,,,,436,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Chile,2025,Puntaje medio,,,,403,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Israel,2025,Puntaje medio,,,,442,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Israel,2025,Puntaje medio,,,,436,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Israel,2025,Puntaje medio,,,,433,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Islandia,2025,Puntaje medio,,,,441,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Islandia,2025,Puntaje medio,,,,422,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Islandia,2025,Puntaje medio,,,,450,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Brunéi Darussalam,2025,Puntaje medio,,,,439,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Brunéi Darussalam,2025,Puntaje medio,,,,426,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Brunéi Darussalam,2025,Puntaje medio,,,,435,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Mauricio,2025,Puntaje medio,,,,438,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Mauricio,2025,Puntaje medio,,,,405,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Mauricio,2025,Puntaje medio,,,,407,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Uzbekistán,2025,Puntaje medio,,,,438,,,puntos PISA,OECD reporta 'm' (dato no disponible) en Lectura y Matemática.,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Uzbekistán,2025,Puntaje medio,,,,,,,puntos PISA,OECD reporta 'm' (dato no disponible) en Lectura y Matemática.,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Uzbekistán,2025,Puntaje medio,,,,,,,puntos PISA,OECD reporta 'm' (dato no disponible) en Lectura y Matemática.,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Montenegro,2025,Puntaje medio,,,,435,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Montenegro,2025,Puntaje medio,,,,418,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Montenegro,2025,Puntaje medio,,,,411,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Albania*,2025,Puntaje medio,,,,435,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Albania*,2025,Puntaje medio,,,,408,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Albania*,2025,Puntaje medio,,,,433,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Qatar,2025,Puntaje medio,,,,434,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Qatar,2025,Puntaje medio,,,,418,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Qatar,2025,Puntaje medio,,,,416,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Grecia,2025,Puntaje medio,,,,434,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Grecia,2025,Puntaje medio,,,,423,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Grecia,2025,Puntaje medio,,,,424,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Tailandia,2025,Puntaje medio,,,,432,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Tailandia,2025,Puntaje medio,,,,392,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Tailandia,2025,Puntaje medio,,,,407,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Serbia,2025,Puntaje medio,,,,429,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Serbia,2025,Puntaje medio,,,,415,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Serbia,2025,Puntaje medio,,,,417,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Rumanía,2025,Puntaje medio,,,,425,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Rumanía,2025,Puntaje medio,,,,413,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Rumanía,2025,Puntaje medio,,,,419,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Mongolia,2025,Puntaje medio,,,,424,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Mongolia,2025,Puntaje medio,,,,374,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Mongolia,2025,Puntaje medio,,,,419,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Costa Rica,2025,Puntaje medio,,,,424,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Costa Rica,2025,Puntaje medio,,,,416,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Costa Rica,2025,Puntaje medio,,,,387,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Georgia,2025,Puntaje medio,,,,422,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Georgia,2025,Puntaje medio,,,,384,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Georgia,2025,Puntaje medio,,,,416,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Moldova,2025,Puntaje medio,,,,422,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Moldova,2025,Puntaje medio,,,,404,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Moldova,2025,Puntaje medio,,,,410,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Bulgaria,2025,Puntaje medio,,,,421,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Bulgaria,2025,Puntaje medio,,,,387,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Bulgaria,2025,Puntaje medio,,,,405,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Kazajistán,2025,Puntaje medio,,,,420,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Kazajistán,2025,Puntaje medio,,,,385,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Kazajistán,2025,Puntaje medio,,,,414,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Malasia,2025,Puntaje medio,,,,419,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Malasia,2025,Puntaje medio,,,,393,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Malasia,2025,Puntaje medio,,,,397,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Colombia,2025,Puntaje medio,,,,414,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Colombia,2025,Puntaje medio,,,,399,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Colombia,2025,Puntaje medio,,,,381,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,México,2025,Puntaje medio,,,,414,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,México,2025,Puntaje medio,,,,408,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,México,2025,Puntaje medio,,,,388,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Arabia Saudita,2025,Puntaje medio,,,,413,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Arabia Saudita,2025,Puntaje medio,,,,387,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Arabia Saudita,2025,Puntaje medio,,,,390,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Chipre,2025,Puntaje medio,,,,411,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Chipre,2025,Puntaje medio,,,,379,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Chipre,2025,Puntaje medio,,,,412,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Azerbaiyán,2025,Puntaje medio,,,,409,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Azerbaiyán,2025,Puntaje medio,,,,374,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Azerbaiyán,2025,Puntaje medio,,,,422,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Brasil,2025,Puntaje medio,,,,409,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Brasil,2025,Puntaje medio,,,,408,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Brasil,2025,Puntaje medio,,,,377,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Jordania,2025,Puntaje medio,,,,407,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Jordania,2025,Puntaje medio,,,,363,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Jordania,2025,Puntaje medio,,,,388,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Perú,2025,Puntaje medio,,,,406,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Perú,2025,Puntaje medio,,,,390,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Perú,2025,Puntaje medio,,,,382,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Ecuador,2025,Puntaje medio,,,,393,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Ecuador,2025,Puntaje medio,,,,385,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Matemática,Ecuador,2025,Puntaje medio,,,,366,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Ciencia,Argentina,2025,Puntaje medio,,,,393,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
Resultados internacionales 2025,Lectura,Argentina,2025,Puntaje medio,,,,389,,,puntos PISA,,"OECD (2026), PISA 2025 Results (Volume I), Executive Summary, Table I.1.",pisa2025_91_participantes_tres_areas.csv
